filename,chunk_index,chunk_text,financial_quarter,call_date,tokenized_data,cleaned_data
video_2024_Q1_1,11,"Good business dynamics supported high-single digital revenue growth. Our efficiency ratio improved, even as we are investing for the future through one transformation, and it is already better than our target in 2024. Cost of risk remains fairly stable, in language target of keeping it around 1.2% at the end of the year.",2024 Q1,Unknown,"['good', 'business', 'dynamics', 'supported', 'highsingle', 'digital', 'revenue', 'growth', 'efficiency', 'ratio', 'improved', 'even', 'investing', 'future', 'one', 'transformation', 'already', 'better', 'target', '', 'cost', 'risk', 'remains', 'fairly', 'stable', 'language', 'target', 'keeping', 'around', '', 'end', 'year']",['good business dynamics supported high-single digital revenue growth efficiency ratio improved even investing future one transformation already better target 2024 cost risk remains fairly stable language target keeping around 12% end year']
video_2024_Q1_1,12,"The fully-loaded C-T1 ratio remained at 12.3% in Q1, having profitably grown or reasons organically, and accrued distributions in line with our 50% payout, and we have absorbed regulatory impacts. We are comfortably in line with our target of keeping it above 12% even after Basel III implementation, and our RoteGrew year-on-year, 16.2% put in also on track to reach our target of 16% for 2024.",2024 Q1,Unknown,"['fullyloaded', 'ct', 'ratio', 'remained', '', 'profitably', 'grown', 'reasons', 'organically', 'accrued', 'distributions', 'line', 'payout', 'absorbed', 'regulatory', 'impacts', 'comfortably', 'line', 'target', 'keeping', 'even', 'basel', 'iii', 'implementation', 'rotegrew', 'yearonyear', '', 'put', 'also', 'track', 'reach', 'target']",['fully-loaded c-t1 ratio remained 123% q1 profitably grown reasons organically accrued distributions line 50% payout absorbed regulatory impacts comfortably line target keeping 12% even basel iii implementation rotegrew year-on-year 162% put also track reach target 16% 2024']
video_2024_Q1_1,13,"As you can clearly see, we are achieving these results back by the operational leverage provided by one transformation, which is improving both revenue and cost. The efficiencies we have captured and the impact of our active spread management have already contributed 174 basis points of improvements since 2023. Our global businesses continue to contribute to the group's profitability and have delivered 88 basis points in efficiency gains.",2024 Q1,Unknown,"['clearly', 'see', 'achieving', 'results', 'back', 'operational', 'leverage', 'provided', 'one', 'transformation', 'improving', 'revenue', 'cost', 'efficiencies', 'captured', 'impact', 'active', 'spread', 'management', 'already', 'contributed', 'basis', 'points', 'improvements', 'since', '', 'global', 'businesses', 'continue', 'contribute', 'group', 'profitability', 'delivered', 'basis', 'points', 'efficiency', 'gains']",['clearly see achieving results back operational leverage provided one transformation improving revenue cost efficiencies captured impact active spread management already contributed 174 basis points improvements since 2023 global businesses continue contribute groups profitability delivered 88 basis points efficiency gains']
video_2024_Q1_1,14,"Our initiatives to better serve our multinational corporates and SMEs through our regional coverage model continue to grow well, with revenue increasing 5% year-on-year. Finally, our proprietary and unique global technology capabilities have already generated 63 basis points in efficiency savings so far. Our global approach to technology has allowed us to capture 50 million in additional savings in Q1 for a total of 237 million since 2022.",2024 Q1,Unknown,"['initiatives', 'better', 'serve', 'multinational', 'corporates', 'smes', 'regional', 'coverage', 'model', 'continue', 'grow', 'well', 'revenue', 'increasing', 'yearonyear', 'finally', 'proprietary', 'unique', 'global', 'technology', 'capabilities', 'already', 'generated', 'basis', 'points', 'efficiency', 'savings', 'far', 'global', 'approach', 'technology', 'allowed', 'capture', 'million', 'additional', 'savings', 'total', 'million', 'since']",['initiatives better serve multinational corporates smes regional coverage model continue grow well revenue increasing 5% year-on-year finally proprietary unique global technology capabilities already generated 63 basis points efficiency savings far global approach technology allowed us capture 50 million additional savings q1 total 237 million since 2022']
video_2024_Q1_1,15,This has been mainly driven by the deployment of gravity by new global agreements with vendors and process optimization new operations and implementation of the new IT and Ops shared services. A business group overview shows that our common operating model supports value creation based on profitable growth.,2024 Q1,Unknown,"['mainly', 'driven', 'deployment', 'gravity', 'new', 'global', 'agreements', 'vendors', 'process', 'optimization', 'new', 'operations', 'implementation', 'new', 'ops', 'shared', 'services', 'business', 'group', 'overview', 'shows', 'common', 'operating', 'model', 'supports', 'value', 'creation', 'based', 'profitable', 'growth']",['mainly driven deployment gravity new global agreements vendors process optimization new operations implementation new ops shared services business group overview shows common operating model supports value creation based profitable growth']
video_2024_Q1_1,16,"From the creation of a best-in-class customer experience and operational leverage from our global platforms and common tech, this is helping us to accelerate the achievement of our investor-day targets. This operation leverage is already very evident in our retail and consumer businesses for the efficiency ratios improved close to 400 basis points and 200 basis points year-on-year respectively.",2024 Q1,Unknown,"['creation', 'bestinclass', 'customer', 'experience', 'operational', 'leverage', 'global', 'platforms', 'common', 'tech', 'helping', 'accelerate', 'achievement', 'investorday', 'targets', 'operation', 'leverage', 'already', 'evident', 'retail', 'consumer', 'businesses', 'efficiency', 'ratios', 'improved', 'close', 'basis', 'points', 'basis', 'points', 'yearonyear', 'respectively']",['creation best-in-class customer experience operational leverage global platforms common tech helping us accelerate achievement investor-day targets operation leverage already evident retail consumer businesses efficiency ratios improved close 400 basis points 200 basis points year-on-year respectively']
video_2024_Q1_1,17,"In CAB, we are building a world-class business, leveraging our areas of expertise to grow our US franchise without changing the risk profile, proof of which is the revenue which grew 5% and reached another quarterly record supported by the good performance in the US and strong client flows. Wealth continue to go as strongly improving both efficiency and profitability and finally, in payments where we are managing more than 100 million cards group-wide we are seeing good activity trends.",2024 Q1,Unknown,"['cab', 'building', 'worldclass', 'business', 'leveraging', 'areas', 'expertise', 'grow', 'franchise', 'without', 'changing', 'risk', 'profile', 'proof', 'revenue', 'grew', 'reached', 'another', 'quarterly', 'record', 'supported', 'good', 'performance', 'strong', 'client', 'flows', 'wealth', 'continue', 'strongly', 'improving', 'efficiency', 'profitability', 'finally', 'payments', 'managing', 'million', 'cards', 'groupwide', 'seeing', 'good', 'activity', 'trends']",['cab building world-class business leveraging areas expertise grow us franchise without changing risk profile proof revenue grew 5% reached another quarterly record supported good performance us strong client flows wealth continue go strongly improving efficiency profitability finally payments managing 100 million cards group-wide seeing good activity trends']
video_2024_Q1_1,18,"In Q123, we had a one-time revenue from a commercial agreement with one of our partners in Brazil. Excluding this impact, revenue grew 7% and efficiency remained flat year-on-year despite our investments in deploying our global platforms. Now, let's look at each business in greater detail. First, our goal in retail is to become the number one bank for our customers, which is key to our strategy.",2024 Q1,Unknown,"['q', 'onetime', 'revenue', 'commercial', 'agreement', 'one', 'partners', 'brazil', 'excluding', 'impact', 'revenue', 'grew', 'efficiency', 'remained', 'flat', 'yearonyear', 'despite', 'investments', 'deploying', 'global', 'platforms', 'now', 'let', 'look', 'business', 'greater', 'detail', 'first', 'goal', 'retail', 'become', 'number', 'one', 'bank', 'customers', 'key', 'strategy']",['q123 one-time revenue commercial agreement one partners brazil excluding impact revenue grew 7% efficiency remained flat year-on-year despite investments deploying global platforms now lets look business greater detail first goal retail become number one bank customers key strategy']
video_2024_Q1_1,19,"At the same time, our retail business is a great example that demonstrates the benefits we are generating from one transformation. As operational leverage has significantly improved the efficiency ratio. First, we continue to innovate to offer the best customer experience. For example, in Spain, our new digital onboarding is contributing to 630,000 increase in net new customer year-on-year.",2024 Q1,Unknown,"['time', 'retail', 'business', 'great', 'example', 'demonstrates', 'benefits', 'generating', 'one', 'transformation', 'operational', 'leverage', 'significantly', 'improved', 'efficiency', 'ratio', 'first', 'continue', 'innovate', 'offer', 'best', 'customer', 'experience', 'example', 'spain', 'new', 'digital', 'onboarding', 'contributing', '', 'increase', 'net', 'new', 'customer', 'yearonyear']",['time retail business great example demonstrates benefits generating one transformation operational leverage significantly improved efficiency ratio first continue innovate offer best customer experience example spain new digital onboarding contributing 630000 increase net new customer year-on-year']
video_2024_Q1_1,20,"While Santa and their key already enables more than 4 million customers to approve transactions, we have a single click using biometrics. Second, we continue to implement a common operating model across our banks, increasing automation to free up time for our people to focus on commercial activities. As a result, the dedication of resources to non-commercial activities have dropped by 4% in the last nine months.",2024 Q1,Unknown,"['santa', 'key', 'already', 'enables', 'million', 'customers', 'approve', 'transactions', 'single', 'click', 'using', 'biometrics', 'second', 'continue', 'implement', 'common', 'operating', 'model', 'across', 'banks', 'increasing', 'automation', 'free', 'time', 'people', 'focus', 'commercial', 'activities', 'result', 'dedication', 'resources', 'noncommercial', 'activities', 'dropped', 'last', 'nine', 'months']",['santa key already enables 4 million customers approve transactions single click using biometrics second continue implement common operating model across banks increasing automation free time people focus commercial activities result dedication resources non-commercial activities dropped 4% last nine months']
video_2024_Q1_1,21,"Third, the deployment of our own global platform, Continuting Q1, and gravity is already operational in Spain, the UK, Chile, and the US. From a financial perspective, this is also a great moment for retail.",2024 Q1,Unknown,"['third', 'deployment', 'global', 'platform', 'continuting', 'gravity', 'already', 'operational', 'spain', 'chile', 'financial', 'perspective', 'also', 'great', 'moment', 'retail']",['third deployment global platform continuting q1 gravity already operational spain uk chile us financial perspective also great moment retail']
video_2024_Q1_1,22,"We are managing margins very carefully to make the most of the tailwinds from higher for longer interest rates in Europe, and at the same time, benefit from our negative sensitivity to interest rates in South America, on top of the strong operational leverage that we are obtaining from one transformation. As a result, our profit grew 22% year-on-year, with the following 30 things to highlight.",2024 Q1,Unknown,"['managing', 'margins', 'carefully', 'make', 'tailwinds', 'higher', 'longer', 'interest', 'rates', 'europe', 'time', 'benefit', 'negative', 'sensitivity', 'interest', 'rates', 'south', 'america', 'top', 'strong', 'operational', 'leverage', 'obtaining', 'one', 'transformation', 'result', 'profit', 'grew', 'yearonyear', 'following', 'things', 'highlight']",['managing margins carefully make tailwinds higher longer interest rates europe time benefit negative sensitivity interest rates south america top strong operational leverage obtaining one transformation result profit grew 22% year-on-year following 30 things highlight']
video_2024_Q1_1,23,"First, double digit revenue increase driven by good performance both in NNI and FIS, with all the regions growing year-on-year, especially Europe and South America. Second, cost-under-control. Flat in real terms, as the benefits from our transformation, in some units, are offsetting the impact of inflation on salaries and investments. And third, provisions dropping slightly, with cost of risk fairly stable at the comfortable levels across all the group.",2024 Q1,Unknown,"['first', 'double', 'digit', 'revenue', 'increase', 'driven', 'good', 'performance', 'nni', 'fis', 'regions', 'growing', 'yearonyear', 'especially', 'europe', 'south', 'america', 'second', 'costundercontrol', 'flat', 'real', 'terms', 'benefits', 'transformation', 'units', 'offsetting', 'impact', 'inflation', 'salaries', 'investments', 'third', 'provisions', 'dropping', 'slightly', 'cost', 'risk', 'fairly', 'stable', 'comfortable', 'levels', 'across', 'group']",['first double digit revenue increase driven good performance nni fis regions growing year-on-year especially europe south america second cost-under-control flat real terms benefits transformation units offsetting impact inflation salaries investments third provisions dropping slightly cost risk fairly stable comfortable levels across group']
video_2024_Q1_1,24,"The execution of the strategy is driving profitability improvements with growth increasing 3.17.6%. In consumer, we are working to become the partner of choice for our customers. We offer best-in-class global solutions which are integrated to our partners' processes. Last year, we launched a new digital onboarding to peer-direct out-of-players, which has been received well because it allows our customers to compete their vehicle acquisition and financing fully online.",2024 Q1,Unknown,"['execution', 'strategy', 'driving', 'profitability', 'improvements', 'growth', 'increasing', '', 'consumer', 'working', 'become', 'partner', 'choice', 'customers', 'offer', 'bestinclass', 'global', 'solutions', 'integrated', 'partners', 'processes', 'last', 'year', 'launched', 'new', 'digital', 'onboarding', 'peerdirect', 'outofplayers', 'received', 'well', 'allows', 'customers', 'compete', 'vehicle', 'acquisition', 'financing', 'fully', 'online']",['execution strategy driving profitability improvements growth increasing 3176% consumer working become partner choice customers offer best-in-class global solutions integrated partners processes last year launched new digital onboarding peer-direct out-of-players received well allows customers compete vehicle acquisition financing fully online']
video_2024_Q1_1,25,"We are also progressing well-on simplification and automation, supporting a 15-basis-point decline on our cost to total volumes ratio. Deploying global platforms is key to scaling our business, reducing our cost to serve and improving profitability. We recently announced a launch of Open Bank in North America this year, which will result in having a national deposit gathering platform for the US.",2024 Q1,Unknown,"['also', 'progressing', 'wellon', 'simplification', 'automation', 'supporting', 'basispoint', 'decline', 'cost', 'total', 'volumes', 'ratio', 'deploying', 'global', 'platforms', 'key', 'scaling', 'business', 'reducing', 'cost', 'serve', 'improving', 'profitability', 'recently', 'announced', 'launch', 'open', 'bank', 'north', 'america', 'year', 'result', 'national', 'deposit', 'gathering', 'platform']",['also progressing well-on simplification automation supporting 15-basis-point decline cost total volumes ratio deploying global platforms key scaling business reducing cost serve improving profitability recently announced launch open bank north america year result national deposit gathering platform us']
video_2024_Q1_1,26,"Consumer is also delivering operational leverage with not operating income growing by 7% year-on-year driven by the following three elements. First, an increasing revenue due to positive commercial dynamics with volume growth, mainly in Europe and Brazil, good and I.I. performance and 22% figure of mainly for insurance. Second, cost dropped 4% in real terms as a result of the execution of our strategy and efficiency plans we implemented last year in a more complex interest rate environment.",2024 Q1,Unknown,"['consumer', 'also', 'delivering', 'operational', 'leverage', 'operating', 'income', 'growing', 'yearonyear', 'driven', 'following', 'three', 'elements', 'first', 'increasing', 'revenue', 'due', 'positive', 'commercial', 'dynamics', 'volume', 'growth', 'mainly', 'europe', 'brazil', 'good', 'ii', 'performance', 'figure', 'mainly', 'insurance', 'second', 'cost', 'dropped', 'real', 'terms', 'result', 'execution', 'strategy', 'efficiency', 'plans', 'implemented', 'last', 'year', 'complex', 'interest', 'rate', 'environment']",['consumer also delivering operational leverage operating income growing 7% year-on-year driven following three elements first increasing revenue due positive commercial dynamics volume growth mainly europe brazil good ii performance 22% figure mainly insurance second cost dropped 4% real terms result execution strategy efficiency plans implemented last year complex interest rate environment']
video_2024_Q1_1,27,"Third, provisions increased year-on-year mainly due to the expected cost of risk normalization in the business both in Europe and the US, though it still below the historical average as well as some impact from volumes and regulation. Last year, we started to prioritize profitability over volumes, so we are re-inating at high rawas.",2024 Q1,Unknown,"['third', 'provisions', 'increased', 'yearonyear', 'mainly', 'due', 'expected', 'cost', 'risk', 'normalization', 'business', 'europe', 'though', 'still', 'historical', 'average', 'well', 'impact', 'volumes', 'regulation', 'last', 'year', 'started', 'prioritize', 'profitability', 'volumes', 'reinating', 'high', 'rawas']",['third provisions increased year-on-year mainly due expected cost risk normalization business europe us though still historical average well impact volumes regulation last year started prioritize profitability volumes re-inating high rawas']
video_2024_Q1_1,28,"The increase of volumes and good profitability levels of the new business makes us confident that profit will be growing close to double-deget, year-on-year by the end of 2024, even after the normalization we expect on provisions. As you can see, we are building a world-class CIB business to help our clients that leverages our strengths to grow profit while maintaining at the same time the same risk profile and is well under control.",2024 Q1,Unknown,"['increase', 'volumes', 'good', 'profitability', 'levels', 'new', 'business', 'makes', 'confident', 'profit', 'growing', 'close', 'doubledeget', 'yearonyear', 'end', 'even', 'normalization', 'expect', 'provisions', 'see', 'building', 'worldclass', 'cib', 'business', 'help', 'clients', 'leverages', 'strengths', 'grow', 'profit', 'maintaining', 'time', 'risk', 'profile', 'well', 'control']",['increase volumes good profitability levels new business makes us confident profit growing close double-deget year-on-year end 2024 even normalization expect provisions see building world-class cib business help clients leverages strengths grow profit maintaining time risk profile well control']
video_2024_Q1_1,29,"We are deepening our client relationships and increasing our capabilities in the US, building on an area of expertise to accelerate growth across all regions. We had a good start of the year and we have a very strong pipeline, with markets also performing strongly across asset classes. As a result, revenue and CIB in the US grew 35% year-on-year.",2024 Q1,Unknown,"['deepening', 'client', 'relationships', 'increasing', 'capabilities', 'building', 'area', 'expertise', 'accelerate', 'growth', 'across', 'regions', 'good', 'start', 'year', 'strong', 'pipeline', 'markets', 'also', 'performing', 'strongly', 'across', 'asset', 'classes', 'result', 'revenue', 'cib', 'grew', 'yearonyear']",['deepening client relationships increasing capabilities us building area expertise accelerate growth across regions good start year strong pipeline markets also performing strongly across asset classes result revenue cib us grew 35% year-on-year']
video_2024_Q1_1,30,"Also, we continue to expand and strengthen our centers of expertise, including key industry groups such as synergy transition, healthcare, and more others, and product teams such as M&A and ECM. At the same time, active capital management continue to support great-treat organization and high profitability levels. Our business through CIB is capital-wide, very much linked to customers and with fees growing at a good pace year-on-year.",2024 Q1,Unknown,"['also', 'continue', 'expand', 'strengthen', 'centers', 'expertise', 'including', 'key', 'industry', 'groups', 'synergy', 'transition', 'healthcare', 'others', 'product', 'teams', 'ecm', 'time', 'active', 'capital', 'management', 'continue', 'support', 'greattreat', 'organization', 'high', 'profitability', 'levels', 'business', 'cib', 'capitalwide', 'much', 'linked', 'customers', 'fees', 'growing', 'good', 'pace', 'yearonyear']",['also continue expand strengthen centers expertise including key industry groups synergy transition healthcare others product teams m&a ecm time active capital management continue support great-treat organization high profitability levels business cib capital-wide much linked customers fees growing good pace year-on-year']
video_2024_Q1_1,31,"CIB had a good result in Q1, with revenue up 5% year-on-year, even after the record in Q1 in 23, making Q1 24 the best quarter ever for the business. Almost all of our growth came from customer flows and was mainly supported by strong performances in global markets and global banking, both in global debt finance and corporate finance. Additionally, we're investing to expand our business to drive additional efficiency gains and further improve our profitability.",2024 Q1,Unknown,"['cib', 'good', 'result', 'revenue', 'yearonyear', 'even', 'record', 'making', 'best', 'quarter', 'ever', 'business', 'almost', 'growth', 'came', 'customer', 'flows', 'mainly', 'supported', 'strong', 'performances', 'global', 'markets', 'global', 'banking', 'global', 'debt', 'finance', 'corporate', 'finance', 'additionally', 're', 'investing', 'expand', 'business', 'drive', 'additional', 'efficiency', 'gains', 'improve', 'profitability']",['cib good result q1 revenue 5% year-on-year even record q1 23 making q1 24 best quarter ever business almost growth came customer flows mainly supported strong performances global markets global banking global debt finance corporate finance additionally were investing expand business drive additional efficiency gains improve profitability']
video_2024_Q1_1,32,"As for world management and insurance, we continue our journey to build the best private banking and insurance manager in both Europe and the Americas. First, in Q1, EuroMoney once again named most the best private banking in the time and the best international private bank in eight countries. Second, a major driver for growth is wealth, is collaboration with other businesses, especially retail and CIB, by capturing network benefits.",2024 Q1,Unknown,"['world', 'management', 'insurance', 'continue', 'journey', 'build', 'best', 'private', 'banking', 'insurance', 'manager', 'europe', 'americas', 'first', 'euromoney', 'named', 'best', 'private', 'banking', 'time', 'best', 'international', 'private', 'bank', 'eight', 'countries', 'second', 'major', 'driver', 'growth', 'wealth', 'collaboration', 'businesses', 'especially', 'retail', 'cib', 'capturing', 'network', 'benefits']",['world management insurance continue journey build best private banking insurance manager europe americas first q1 euromoney named best private banking time best international private bank eight countries second major driver growth wealth collaboration businesses especially retail cib capturing network benefits']
