filename,chunk_index,chunk_text,financial_quarter,call_date,tokenized_data,cleaned_data
4q24-earnings-transcript.pdf,11,"CIB reported net income of $6.6 billion on revenue of $17.6 billion. IB fees were up 49%
year-on-year, and we ranked number 1 with wallet share of 9.3% for 2024. Advisory fees were up 41%, benefiting from large deals and share
growth in a number of key sectors. Underwriting fees were up meaningfully with debt up 56% and equity up 54%, primarily driven by favorable
market conditions.",4Q24,2025-01-15,"['cib', 'reported', 'net', 'income', '', 'billion', 'revenue', '', 'billion', 'fees', 'yearonyear', 'ranked', 'number', 'wallet', 'share', '', '', 'advisory', 'fees', 'benefiting', 'large', 'deals', 'share', 'growth', 'number', 'key', 'sectors', 'underwriting', 'fees', 'meaningfully', 'debt', 'equity', 'primarily', 'driven', 'favorable', 'market', 'conditions']",['cib reported net income $66 billion revenue $176 billion ib fees 49% year-on-year ranked number 1 wallet share 93% 2024 advisory fees 41% benefiting large deals share growth number key sectors underwriting fees meaningfully debt 56% equity 54% primarily driven favorable market conditions']
4q24-earnings-transcript.pdf,12,"In terms of the outlook for the overall investment banking wallet, in light of the positive momentum, we remain optimistic
about our pipeline. Payments revenue was $4.7 billion, up 3% year-on-year, excluding equity investments, driven by higher deposit balances
and fee growth and largely offset by deposit margin compression. Lending revenue was $1.9 billion, up 9% year-on-year, predominantly driven
by lower losses on hedges. Moving to Markets, total revenue was $7 billion, up 21% year-on-year.",4Q24,2025-01-15,"['terms', 'outlook', 'overall', 'investment', 'banking', 'wallet', 'light', 'positive', 'momentum', 'remain', 'optimistic', 'pipeline', 'payments', 'revenue', '', 'billion', 'yearonyear', 'excluding', 'equity', 'investments', 'driven', 'higher', 'deposit', 'balances', 'fee', 'growth', 'largely', 'offset', 'deposit', 'margin', 'compression', 'lending', 'revenue', '', 'billion', 'yearonyear', 'predominantly', 'driven', 'lower', 'losses', 'hedges', 'moving', 'markets', 'total', 'revenue', 'billion', 'yearonyear']",['terms outlook overall investment banking wallet light positive momentum remain optimistic pipeline payments revenue $47 billion 3% year-on-year excluding equity investments driven higher deposit balances fee growth largely offset deposit margin compression lending revenue $19 billion 9% year-on-year predominantly driven lower losses hedges moving markets total revenue $7 billion 21% year-on-year']
4q24-earnings-transcript.pdf,13,"Fixed Income was up 20% with better performance in Credit as well as
continued outperformance in Currencies & Emerging Markets. Equities was up 22% on elevated client activity and Derivatives amid increased
volatility and higher trading volumes in Cash. Securities Services revenue was $1.3 billion, up 10% year-on-year, driven by fee growth on higher
client activity and market levels, as well as higher deposit balances.",4Q24,2025-01-15,"['fixed', 'income', 'better', 'performance', 'credit', 'well', 'continued', 'outperformance', 'currencies', 'emerging', 'markets', 'equities', 'elevated', 'client', 'activity', 'derivatives', 'amid', 'increased', 'volatility', 'higher', 'trading', 'volumes', 'cash', 'securities', 'services', 'revenue', '', 'billion', 'yearonyear', 'driven', 'fee', 'growth', 'higher', 'client', 'activity', 'market', 'levels', 'well', 'higher', 'deposit', 'balances']",['fixed income 20% better performance credit well continued outperformance currencies & emerging markets equities 22% elevated client activity derivatives amid increased volatility higher trading volumes cash securities services revenue $13 billion 10% year-on-year driven fee growth higher client activity market levels well higher deposit balances']
4q24-earnings-transcript.pdf,14,"Expenses of $8.7 billion were up 7% year-on-year, predominantly driven by
higher brokerage, technology and legal expense. Average Banking & Payments loans were down 2% year-on-year and down 1% sequentially. Global Corporate & Investment Banking loans were down 2% quarter-on-quarter, driven by paydowns and lower short-term financing,
primarily offset by new originations. In Commercial Banking, Middle Market loans were also down 2% driven by paydowns, predominantly offset by new originations.",4Q24,2025-01-15,"['expenses', '', 'billion', 'yearonyear', 'predominantly', 'driven', 'higher', 'brokerage', 'technology', 'legal', 'expense', 'average', 'banking', 'payments', 'loans', 'yearonyear', 'sequentially', 'global', 'corporate', 'investment', 'banking', 'loans', 'quarteronquarter', 'driven', 'paydowns', 'lower', 'shortterm', 'financing', 'primarily', 'offset', 'new', 'originations', 'commercial', 'banking', 'middle', 'market', 'loans', 'also', 'driven', 'paydowns', 'predominantly', 'offset', 'new', 'originations']",['expenses $87 billion 7% year-on-year predominantly driven higher brokerage technology legal expense average banking & payments loans 2% year-on-year 1% sequentially global corporate & investment banking loans 2% quarter-on-quarter driven paydowns lower short-term financing primarily offset new originations commercial banking middle market loans also 2% driven paydowns predominantly offset new originations']
4q24-earnings-transcript.pdf,15,"And
Commercial Real Estate loans were flat as new originations were offset by paydowns. Average client deposits were up 9% year-on-year and 5%
sequentially, driven by underlying client growth. Finally, credit costs were $61 million driven by net downgrade activity and the net impact of
charge-offs, largely offset by a reserve release due to an update to certain loss assumptions. Then, to complete our lines of business, Asset &
Wealth Management on page 7.",4Q24,2025-01-15,"['commercial', 'real', 'estate', 'loans', 'flat', 'new', 'originations', 'offset', 'paydowns', 'average', 'client', 'deposits', 'yearonyear', 'sequentially', 'driven', 'underlying', 'client', 'growth', 'finally', 'credit', 'costs', 'million', 'driven', 'net', 'downgrade', 'activity', 'net', 'impact', 'chargeoffs', 'largely', 'offset', 'reserve', 'release', 'due', 'update', 'certain', 'loss', 'assumptions', 'then', 'complete', 'lines', 'business', 'asset', 'wealth', 'management', 'page']",['commercial real estate loans flat new originations offset paydowns average client deposits 9% year-on-year 5% sequentially driven underlying client growth finally credit costs $61 million driven net downgrade activity net impact charge-offs largely offset reserve release due update certain loss assumptions then complete lines business asset & wealth management page 7']
4q24-earnings-transcript.pdf,16,"AWM reported net income of $1.5 billion with pre-tax margin of 35%. Revenue of $5.8 billion was up 13% year-on-year, predominantly driven by
growth in management fees on higher average market levels and strong net inflows, as well as higher performance fees. Expenses of $3.8
billion were up 11% year-on-year, predominantly driven by higher compensation, including revenue-related compensation and continued
growth in our private banking advisor teams as well as higher distribution fees.",4Q24,2025-01-15,"['awm', 'reported', 'net', 'income', '', 'billion', 'pretax', 'margin', 'revenue', '', 'billion', 'yearonyear', 'predominantly', 'driven', 'growth', 'management', 'fees', 'higher', 'average', 'market', 'levels', 'strong', 'net', 'inflows', 'well', 'higher', 'performance', 'fees', 'expenses', '', 'billion', 'yearonyear', 'predominantly', 'driven', 'higher', 'compensation', 'including', 'revenuerelated', 'compensation', 'continued', 'growth', 'private', 'banking', 'advisor', 'teams', 'well', 'higher', 'distribution', 'fees']",['awm reported net income $15 billion pre-tax margin 35% revenue $58 billion 13% year-on-year predominantly driven growth management fees higher average market levels strong net inflows well higher performance fees expenses $38 billion 11% year-on-year predominantly driven higher compensation including revenue-related compensation continued growth private banking advisor teams well higher distribution fees']
4q24-earnings-transcript.pdf,17,"Long-term net inflows were $76 billion for the quarter, positive
across all asset classes. In liquidity, we saw net inflows of $94 billion for the quarter and $140 billion for the full year. And we had client asset
net inflows of $468 billion for the year. AUM of $4 trillion and client assets of $5.9 trillion were both up 18% year-on-year driven by continued
net inflows and higher market levels. And finally, loans were up 2% quarter-on-quarter and deposits were up 5% quarter-on-quarter.",4Q24,2025-01-15,"['longterm', 'net', 'inflows', 'billion', 'quarter', 'positive', 'across', 'asset', 'classes', 'liquidity', 'saw', 'net', 'inflows', 'billion', 'quarter', 'billion', 'full', 'year', 'client', 'asset', 'net', 'inflows', 'billion', 'year', 'aum', 'trillion', 'client', 'assets', '', 'trillion', 'yearonyear', 'driven', 'continued', 'net', 'inflows', 'higher', 'market', 'levels', 'finally', 'loans', 'quarteronquarter', 'deposits', 'quarteronquarter']",['long-term net inflows $76 billion quarter positive across asset classes liquidity saw net inflows $94 billion quarter $140 billion full year client asset net inflows $468 billion year aum $4 trillion client assets $59 trillion 18% year-on-year driven continued net inflows higher market levels finally loans 2% quarter-on-quarter deposits 5% quarter-on-quarter']
4q24-earnings-transcript.pdf,18,"Turning to
Corporate on page 8. Corporate reported net income of $1.3 billion. Revenue of $2 billion was up $223 million year-on-year. NII of $2 billion was down $415 million
year-on-year, driven by the impact of lower rates, largely offset by balance sheet actions, primarily securities reinvestment activity. NIR was a
net loss of $30 million, compared with a net loss of $668 million in the prior year, driven by lower net investment securities losses this quarter.",4Q24,2025-01-15,"['turning', 'corporate', 'page', 'corporate', 'reported', 'net', 'income', '', 'billion', 'revenue', 'billion', 'million', 'yearonyear', 'nii', 'billion', 'million', 'yearonyear', 'driven', 'impact', 'lower', 'rates', 'largely', 'offset', 'balance', 'sheet', 'actions', 'primarily', 'securities', 'reinvestment', 'activity', 'nir', 'net', 'loss', 'million', 'compared', 'net', 'loss', 'million', 'prior', 'year', 'driven', 'lower', 'net', 'investment', 'securities', 'losses', 'quarter']",['turning corporate page 8 corporate reported net income $13 billion revenue $2 billion $223 million year-on-year nii $2 billion $415 million year-on-year driven impact lower rates largely offset balance sheet actions primarily securities reinvestment activity nir net loss $30 million compared net loss $668 million prior year driven lower net investment securities losses quarter']
4q24-earnings-transcript.pdf,19,"And expenses of $550 million were down $3 billion year-on-year, predominantly driven by the absence of the FDIC special assessment of $2.9
billion in the prior year. With that, let's pivot to the outlook, starting with NII on page 9. We expect 2025 NII ex. Markets to be approximately $90 billion. Going through the drivers, as usual, the outlook assumes that rates follow the
forward curve.",4Q24,2025-01-15,"['expenses', 'million', 'billion', 'yearonyear', 'predominantly', 'driven', 'absence', 'fdic', 'special', 'assessment', '', 'billion', 'prior', 'year', 'that', 'let', 'pivot', 'outlook', 'starting', 'nii', 'page', 'expect', 'nii', 'markets', 'approximately', 'billion', 'going', 'drivers', 'usual', 'outlook', 'assumes', 'rates', 'follow', 'forward', 'curve']",['expenses $550 million $3 billion year-on-year predominantly driven absence fdic special assessment $29 billion prior year that lets pivot outlook starting nii page 9 expect 2025 nii ex markets approximately $90 billion going drivers usual outlook assumes rates follow forward curve']
4q24-earnings-transcript.pdf,20,"It's worth noting that the NII decrease is driven by both the cut expected in 2025 and the impact of the 100 basis points of cuts
in the back half of 2024. You can see on the page that we've illustrated the historical trajectory of Card loan growth. We expect healthy Card
loan growth again this year, but below the 12% pace we saw in 2024 as tailwinds from revolve normalization are largely behind us.",4Q24,2025-01-15,"['worth', 'noting', 'nii', 'decrease', 'driven', 'cut', 'expected', 'impact', 'basis', 'points', 'cuts', 'back', 'half', '', 'see', 'page', 've', 'illustrated', 'historical', 'trajectory', 'card', 'loan', 'growth', 'expect', 'healthy', 'card', 'loan', 'growth', 'year', 'pace', 'saw', 'tailwinds', 'revolve', 'normalization', 'largely', 'behind']",['worth noting nii decrease driven cut expected 2025 impact 100 basis points cuts back half 2024 see page weve illustrated historical trajectory card loan growth expect healthy card loan growth year 12% pace saw 2024 tailwinds revolve normalization largely behind us']
4q24-earnings-transcript.pdf,21,"Turning to
deposits, Firmwide deposits have stabilized and we expect to see a more visible growth trend assert itself in the second half of 2025. It's
notable that we can already see that trend in consumer checking deposits. On deposit margin, we expect modest compression due to lower
rates. When you put all that together, we expect the NII trough could be sometime in the middle of the year, followed by growth as we
illustrated at the bottom of the bar.",4Q24,2025-01-15,"['turning', 'deposits', 'firmwide', 'deposits', 'stabilized', 'expect', 'see', 'visible', 'growth', 'trend', 'assert', 'second', 'half', '', 'notable', 'already', 'see', 'trend', 'consumer', 'checking', 'deposits', 'deposit', 'margin', 'expect', 'modest', 'compression', 'due', 'lower', 'rates', 'put', 'together', 'expect', 'nii', 'trough', 'could', 'sometime', 'middle', 'year', 'followed', 'growth', 'illustrated', 'bottom', 'bar']",['turning deposits firmwide deposits stabilized expect see visible growth trend assert second half 2025 notable already see trend consumer checking deposits deposit margin expect modest compression due lower rates put together expect nii trough could sometime middle year followed growth illustrated bottom bar']
4q24-earnings-transcript.pdf,22,"And for completeness, we expect Firmwide NII to be approximately $94 billion as a function of Markets NII
increasing to about $4 billion, which you should think of as being primarily offset in NIR. Finally, I want to point out that starting this quarter, we are including an estimate of earnings-at-risk in the earnings supplement so you no
longer have to wait for the K or the Q to get that number. Now, let's turn to expenses on page 10.",4Q24,2025-01-15,"['completeness', 'expect', 'firmwide', 'nii', 'approximately', 'billion', 'function', 'markets', 'nii', 'increasing', 'billion', 'think', 'primarily', 'offset', 'nir', 'finally', 'want', 'point', 'starting', 'quarter', 'including', 'estimate', 'earningsatrisk', 'earnings', 'supplement', 'longer', 'wait', 'get', 'number', 'now', 'let', 'turn', 'expenses', 'page']",['completeness expect firmwide nii approximately $94 billion function markets nii increasing $4 billion think primarily offset nir finally want point starting quarter including estimate earnings-at-risk earnings supplement longer wait k q get number now lets turn expenses page 10']
4q24-earnings-transcript.pdf,23,"We expect 2025 (sic) [adjusted] expense to be
about $95 billion. Looking at the chart in the middle of the page, I'll touch on the drivers of the year-on-year change, which you'll note are very
consistent with what you've been hearing from us recently. The largest increase is volume-and revenue-related expense, which is primarily
driven by expected growth in Auto leasing, as well as capital markets. As a reminder, this comes with higher revenues.",4Q24,2025-01-15,"['expect', 'sic', 'adjusted', 'expense', 'billion', 'looking', 'chart', 'middle', 'page', 'll', 'touch', 'drivers', 'yearonyear', 'change', 'note', 'consistent', 'hearing', 'recently', 'largest', 'increase', 'volumeand', 'revenuerelated', 'expense', 'primarily', 'driven', 'expected', 'growth', 'auto', 'leasing', 'well', 'capital', 'markets', 'reminder', 'comes', 'higher', 'revenues']",['expect 2025 (sic) [adjusted] expense $95 billion looking chart middle page ill touch drivers year-on-year change note consistent hearing us recently largest increase volume-and revenue-related expense primarily driven expected growth auto leasing well capital markets reminder comes higher revenues']
4q24-earnings-transcript.pdf,24,"We continue to hire
bankers and advisors to support business growth as well as expand our branch network. The increase in tech spend is primarily business
driven as we continue to invest in new products, features and customer platforms, as well as modernization. Marketing remains a driver of
spend as we continue to see attractive opportunities, resulting in strong demand and engagement in our Card business.",4Q24,2025-01-15,"['continue', 'hire', 'bankers', 'advisors', 'support', 'business', 'growth', 'well', 'expand', 'branch', 'network', 'increase', 'tech', 'spend', 'primarily', 'business', 'driven', 'continue', 'invest', 'new', 'products', 'features', 'customer', 'platforms', 'well', 'modernization', 'marketing', 'remains', 'driver', 'spend', 'continue', 'see', 'attractive', 'opportunities', 'resulting', 'strong', 'demand', 'engagement', 'card', 'business']",['continue hire bankers advisors support business growth well expand branch network increase tech spend primarily business driven continue invest new products features customer platforms well modernization marketing remains driver spend continue see attractive opportunities resulting strong demand engagement card business']
4q24-earnings-transcript.pdf,25,"And finally, while we
haven't explicitly called it out in each bar, inflation remains a source of some upward pressure. And as always, we are generating efficiencies to
help offset it. Now let's turn to page 11 to cover credit and wrap up. On credit, we expect the 2025 Card net charge-off rate to be in line with our previous guidance of approximately 3.6%. So in closing, 2024 was
another year of record revenue and net income, and we're proud of what we accomplished.",4Q24,2025-01-15,"['finally', 'explicitly', 'called', 'bar', 'inflation', 'remains', 'source', 'upward', 'pressure', 'always', 'generating', 'efficiencies', 'help', 'offset', 'let', 'turn', 'page', 'cover', 'credit', 'wrap', 'credit', 'expect', 'card', 'net', 'chargeoff', 'rate', 'line', 'previous', 'guidance', 'approximately', '', 'closing', 'another', 'year', 'record', 'revenue', 'net', 'income', 're', 'proud', 'accomplished']",['finally explicitly called bar inflation remains source upward pressure always generating efficiencies help offset it lets turn page 11 cover credit wrap up credit expect 2025 card net charge-off rate line previous guidance approximately 36% closing 2024 another year record revenue net income were proud accomplished']
4q24-earnings-transcript.pdf,26,"As we look ahead to 2025, we still expect NII
normalization, although to a lesser extent than we previously thought. And taking a step back, we think it's important to acknowledge the
tension between the risks and uncertainties in the environment and the degree of optimism embedded in asset prices and expectations. In that
context, we remain upbeat about the strength of the franchise, but we are focused on being prepared for a wide range of scenarios.",4Q24,2025-01-15,"['look', 'ahead', 'still', 'expect', 'nii', 'normalization', 'although', 'lesser', 'extent', 'previously', 'thought', 'taking', 'step', 'back', 'think', 'important', 'acknowledge', 'tension', 'risks', 'uncertainties', 'environment', 'degree', 'optimism', 'embedded', 'asset', 'prices', 'expectations', 'context', 'remain', 'upbeat', 'strength', 'franchise', 'focused', 'prepared', 'wide', 'range', 'scenarios']",['look ahead 2025 still expect nii normalization although lesser extent previously thought taking step back think important acknowledge tension risks uncertainties environment degree optimism embedded asset prices expectations context remain upbeat strength franchise focused prepared wide range scenarios']
4q24-earnings-transcript.pdf,27,"Finally, let me say a few words about the wildfires in Los Angeles. While we don't expect much of a financial impact from it, we have a presence
in the area across all three lines of business, so we're keeping in close contact with our customers, clients and employees.",4Q24,2025-01-15,"['finally', 'let', 'say', 'words', 'wildfires', 'los', 'angeles', 'expect', 'much', 'financial', 'impact', 'presence', 'area', 'across', 'three', 'lines', 'business', 're', 'keeping', 'close', 'contact', 'customers', 'clients', 'employees']",['finally let say words wildfires los angeles expect much financial impact it presence area across three lines business were keeping close contact customers clients employees']
4q24-earnings-transcript.pdf,28,"We are offering
support in a variety of ways, including waiving consumer and business banking fees as well as making a contribution to local relief
organizations, offering employee donation matching and supporting employee volunteer efforts. With that, I'll turn it over to Jamie before we open up the line for Q&A. Jamie Dimon
Chairman & Chief Executive Officer, JPMorganChase
Good morning, everybody.",4Q24,2025-01-15,"['offering', 'support', 'variety', 'ways', 'including', 'waiving', 'consumer', 'business', 'banking', 'fees', 'well', 'making', 'contribution', 'local', 'relief', 'organizations', 'offering', 'employee', 'donation', 'matching', 'supporting', 'employee', 'volunteer', 'efforts', 'that', 'll', 'turn', 'jamie', 'open', 'line', 'jamie', 'dimon', 'chairman', 'chief', 'executive', 'officer', 'jpmorganchase', 'good', 'morning', 'everybody']",['offering support variety ways including waiving consumer business banking fees well making contribution local relief organizations offering employee donation matching supporting employee volunteer efforts that ill turn jamie open line q&a jamie dimon chairman & chief executive officer jpmorganchase good morning everybody']
